dummy index,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
4025,EBU3B.RM-B224..DMPR-POS,NAE 05 N2 1 VMA 110 DMPR POS,Damper Position,98,Damper Position,,Rm_B224,Damper,110,VAV -> Rm_B224 -> Damper,EBU3B,,Analog Input
4038,EBU3B.RM-B225..DMPR-POS,NAE 05 N2 1 VMA 103 DMPR POS,Damper Position,98,Damper Position,,Rm_B225,Damper,103,VAV -> Rm_B225 -> Damper,EBU3B,,Analog Input
4056,EBU3B.RM-B230..DMPR-POS,NAE 05 N2 1 VMA 118 DMPR POS,Damper Position,98,Damper Position,,Rm_B230,Damper,118,VAV -> Rm_B230 -> Damper,EBU3B,,Analog Input
4073,EBU3B.RM-B230A..DMPR-POS,NAE 05 N2 1 VMA 104 DMPR POS,Damper Position,98,Damper Position,,Rm_B230A,Damper,104,VAV -> Rm_B230A -> Damper,EBU3B,,Analog Input
4089,EBU3B.RM-B240..DMPR-POS,NAE 05 N2 1 VMA 119 DMPR POS,Damper Position,98,Damper Position,,Rm_B240,Damper,119,VAV -> Rm_B240 -> Damper,EBU3B,,Analog Input
4107,EBU3B.RM-B240A..DMPR-POS,NAE 05 N2 1 VMA 105 DMPR POS,Damper Position,98,Damper Position,,Rm_B240A,Damper,105,VAV -> Rm_B240A -> Damper,EBU3B,,Analog Input
4126,EBU3B.RM-B250..DMPR-POS,NAE 05 N2 1 VMA 120 DMPR POS,Damper Position,98,Damper Position,,Rm_B250,Damper,120,VAV -> Rm_B250 -> Damper,EBU3B,,Analog Input
4144,EBU3B.RM-B250A..DMPR-POS,NAE 05 N2 1 VMA 106 DMPR POS,Damper Position,98,Damper Position,,Rm_B250A,Damper,106,VAV -> Rm_B250A -> Damper,EBU3B,,Analog Input
4163,EBU3B.RM-B260..DMPR-POS,NAE 05 N2 1 VMA 121 DMPR POS,Damper Position,98,Damper Position,,Rm_B260,Damper,121,VAV -> Rm_B260 -> Damper,EBU3B,,Analog Input
4181,EBU3B.RM-B260A..DMPR-POS,NAE 05 N2 1 VMA 107 DMPR POS,Damper Position,98,Damper Position,,Rm_B260A,Damper,107,VAV -> Rm_B260A -> Damper,EBU3B,,Analog Input
4199,EBU3B.RM-B270..DMPR-POS,NAE 05 N2 1 VMA 122 DMPR POS,Damper Position,98,Damper Position,,Rm_B270,Damper,122,VAV -> Rm_B270 -> Damper,EBU3B,,Analog Input
4218,EBU3B.RM-B275..DMPR-POS,NAE 05 N2 1 VMA 108 DMPR POS,Damper Position,98,Damper Position,,Rm_B275,Damper,108,VAV -> Rm_B275 -> Damper,EBU3B,,Analog Input
3648,EBU3B.CHWP3-VFD.DC-BUS,NAE 05 N2 1 VND 26 DC BUS,DC Bus Voltage,5,DC Bus Voltage,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Input
3676,EBU3B.CHWP4-VFD.DC-BUS,NAE 05 N2 1 VND 27 DC BUS,DC Bus Voltage,5,DC Bus Voltage,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Input
3649,EBU3B.CHWP3-VFD.DEC-TIME,NAE 05 N2 1 VND 26 DEC TIME,Deceleration Time,73,Deceleration Time,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Output
3677,EBU3B.CHWP4-VFD.DEC-TIME,NAE 05 N2 1 VND 27 DEC TIME,Deceleration Time,73,Deceleration Time,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Output
4260,EBU3B.CRAC-1.DEHUMID,NAE 05 N2 2 VND 162 DEHUMID,Dehumidification On-Off,,Dehumidification On-Off,,Server Room,CRAC,1,CRAC -> 1,EBU3B,,Binary Input
4261,EBU3B.CRAC-2.DEHUMID,NAE 05 N2 2 VND 163 DEHUMID,Dehumidification On-Off,,Dehumidification On-Off,,Server Room,CRAC,2,CRAC -> 2,EBU3B,,Binary Input
4262,EBU3B.CRAC-3.DEHUMID,NAE 05 N2 2 VND 161 DEHUMID,Dehumidification On-Off,,Dehumidification On-Off,,Server Room,CRAC,3,CRAC -> 3,EBU3B,,Binary Input
4263,EBU3B.CRAC-4.DEHUMID,NAE 05 N2 2 VND 160 DEHUMID,Dehumidification On-Off,,Dehumidification On-Off,,Server Room,CRAC,4,CRAC -> 4,EBU3B,,Binary Input
3530,EBU3B.AH-1..DASP-HI IN,NAE 05 Programming AH 1 DA RESET DEMAND HI,DA COOLING DEMAND HIGH IN,302,Discharge Air Cooling Demand High,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Value
997,EBU3B.AH-1..DASP-LO IN,NAE 05 Programming AH 1 DA RESET DEMAND LO,DA COOLING DEMAND LOW IN,302,Discharge Air Cooling Demand Low,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Value
3531,EBU3B.AH-1..DASP HI OUT,NAE 05 Programming AH 1 DA RESET DASP HI,DISCH AIR RESET HI OUT,64,Discharge Air Reset High,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Value
3532,EBU3B.AH-1..DASP LO OUT,NAE 05 Programming AH 1 DA RESET DASP LO,DISCH AIR RESET LO OUT,64,Discharge Air Reset Low,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Value
3533,EBU3B.AH1-1.DA-SP,NAE 05 N2 1 DX 32 DA SP,Discharge Air Setpt,64,Discharge Air Setpoint,,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Output
3534,EBU3B.AH1-1.DA1-T,NAE 05 N2 1 DX 32 DA1 T,Discharge Air Temp 1,64,Discharge Air Temperature,1,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Input
3535,EBU3B.AH1-1.DA2-T,NAE 05 N2 1 DX 32 DA2 T,Discharge Air Temp 2,64,Discharge Air Temperature,2,Rm_B102C,AHU,1,AHU -> 1,EBU3B,,Analog Input
3796,EBU3B.RF1.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,1,AHU -> 1 -> Return Fan -> 1 -> VFD,EBU3B,,Binary Output
3817,EBU3B.RF2.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,2,AHU -> 1 -> Return Fan -> 2 -> VFD,EBU3B,,Binary Output
3838,EBU3B.RF3.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,3,AHU -> 1 -> Return Fan -> 3 -> VFD,EBU3B,,Binary Output
3859,EBU3B.RF4.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,4,AHU -> 1 -> Return Fan -> 4 -> VFD,EBU3B,,Binary Output
4452,EBU3B.SF1.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,1,AHU -> 1 -> Supply Fan -> 1 -> VFD,EBU3B,,Binary Output
4473,EBU3B.SF2.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,2,AHU -> 1 -> Supply Fan -> 2 -> VFD,EBU3B,,Binary Output
4494,EBU3B.SF3.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,3,AHU -> 1 -> Supply Fan -> 3 -> VFD,EBU3B,,Binary Output
4515,EBU3B.SF4.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,4,AHU -> 1 -> Supply Fan -> 4 -> VFD,EBU3B,,Binary Output
3609,EBU3B.CHWP1.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Output
3630,EBU3B.CHWP2.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Output
3754,EBU3B.HWP1.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,1,Hot Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Output
3775,EBU3B.HWP2.DO1 CMD,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 DO1 CMD,DO 1 Command,,DO 1 Command,,Rm_B102C,VFD,2,Hot Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Output
3797,EBU3B.RF1.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,1,AHU -> 1 -> Return Fan -> 1 -> VFD,EBU3B,,Binary Output
3818,EBU3B.RF2.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,2,AHU -> 1 -> Return Fan -> 2 -> VFD,EBU3B,,Binary Output
3839,EBU3B.RF3.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,3,AHU -> 1 -> Return Fan -> 3 -> VFD,EBU3B,,Binary Output
3860,EBU3B.RF4.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,4,AHU -> 1 -> Return Fan -> 4 -> VFD,EBU3B,,Binary Output
4453,EBU3B.SF1.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,1,AHU -> 1 -> Supply Fan -> 1 -> VFD,EBU3B,,Binary Output
4474,EBU3B.SF2.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,2,AHU -> 1 -> Supply Fan -> 2 -> VFD,EBU3B,,Binary Output
4495,EBU3B.SF3.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,3,AHU -> 1 -> Supply Fan -> 3 -> VFD,EBU3B,,Binary Output
4516,EBU3B.SF4.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,4,AHU -> 1 -> Supply Fan -> 4 -> VFD,EBU3B,,Binary Output
3610,EBU3B.CHWP1.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Output
3631,EBU3B.CHWP2.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Output
3755,EBU3B.HWP1.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,1,Hot Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Output
3776,EBU3B.HWP2.DO2 CMD,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 DO2 CMD,DO 2 Command,,DO 2 Command,,Rm_B102C,VFD,2,Hot Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Output
3721,EBU3B.HW-SYS.DHW-VLV,NAE 05 N2 1 DX 12 DHW VLV,Domestic Hot Water Control Valve,98,Domestic Hot Water Control Valve,,Rm_B102C,Valve,,Domestic Hot Water System -> Valve,EBU3B,,Analog Output
3722,EBU3B.HW-SYS.DHW-SP,NAE 05 N2 1 DX 12 DHW SP,Domestic Hot Water Setpoint,95,Domestic Hot Water Setpoint,,Rm_B102C,Domestic Hot Water System,,Domestic Hot Water System,EBU3B,,Analog Output
3723,EBU3B.HW-SYS.DHWS-T,NAE 05 N2 1 DX 12 DHWS T,Domestic Hot Water Supply Temp,64,Domestic Hot Water Supply Temperature,,Rm_B102C,Domestic Hot Water System,,Domestic Hot Water System,EBU3B,,Analog Input
3724,EBU3B.HW-SYS.DW-ENA,NAE 05 N2 1 DX 12 DW ENA,Domestic Hot Water System Enable,,Domestic Hot Water System Enable,,Rm_B102C,Domestic Hot Water System,,Domestic Hot Water System,EBU3B,,Binary Output
3650,EBU3B.CHWP3-VFD.DRV-RDY,NAE 05 N2 1 VND 26 DRV RDY,Drive Ready Status,,Drive Ready Status,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Binary Input
3678,EBU3B.CHWP4-VFD.DRV-RDY,NAE 05 N2 1 VND 27 DRV RDY,Drive Ready Status,,Drive Ready Status,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Binary Input
3651,EBU3B.CHWP3-VFD.DRV-TEMP,NAE 05 N2 1 VND 26 DRV TEMP,Drive Temperature,62,Drive Temperature,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Input
3679,EBU3B.CHWP4-VFD.DRV-TEMP,NAE 05 N2 1 VND 27 DRV TEMP,Drive Temperature,62,Drive Temperature,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Input
4264,EBU3B.CRAC-1.ECONOCYC,NAE 05 N2 2 VND 162 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,,Server Room,CRAC,1,CRAC -> 1,EBU3B,,Binary Input
4265,EBU3B.CRAC-2.ECONOCYC,NAE 05 N2 2 VND 163 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,,Server Room,CRAC,2,CRAC -> 2,EBU3B,,Binary Input
4266,EBU3B.CRAC-3.ECONOCYC,NAE 05 N2 2 VND 161 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,,Server Room,CRAC,3,CRAC -> 3,EBU3B,,Binary Input
4267,EBU3B.CRAC-4.ECONOCYC,NAE 05 N2 2 VND 160 ECONOCYC,Econ-O-Cycle On-Off,,Econ-O-Cycle On-Off,,Server Room,CRAC,4,CRAC -> 4,EBU3B,,Binary Input
3536,EBU3B.AH1-1.E-ECON,NAE 05 N2 1 DX 32 E ECON,E Economizer / 100%=osa open,98,Economizer,East,Rm_B102C,Economizer Damper,East,AHU -> 1 -> Economizer -> Damper -> East,EBU3B,,Analog Output
3537,EBU3B.AH1-1.W-ECON,NAE 05 N2 1 DX 32 W ECON,W Economizer / 100%=osa open,98,Economizer,West,Rm_B102C,Economizer Damper,West,AHU -> 1 -> Economizer -> Damper -> West,EBU3B,,Analog Output
3538,EBU3B.AH1-1..ECON-SP,NAE 05 N2 1 DX 32 ECON SP,Economizer Setpoint,64,Economizer Setpoint,,Rm_B102C,Economizer,,AHU -> 1 -> Economizer,EBU3B,,Analog Output
3652,EBU3B.CHWP3-VFD.K-ENERGY,NAE 05 N2 1 VND 26 K ENERGY,Energy (kWh),19,Energy,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Input
3653,EBU3B.CHWP3-VFD.M-ENERGY,NAE 05 N2 1 VND 26 M ENERGY,Energy (MWh),49,Energy,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Analog Input
3680,EBU3B.CHWP4-VFD.K-ENERGY,NAE 05 N2 1 VND 27 K ENERGY,Energy (kWh),19,Energy,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Input
3681,EBU3B.CHWP4-VFD.M-ENERGY,NAE 05 N2 1 VND 27 M ENERGY,Energy (MWh),49,Energy,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Analog Input
4268,EBU3B.SERVER ROOM.TEMP-SHUTDOWN,NAE 05 Programming File Server Room TEMP SHUTDOWN,EPO Activated By High Temperature,,EPO Activated By High Temperature,,Server Room,CRAC,,CRAC,EBU3B,,Binary Value
4269,EBU3B.SERVER ROOM.LEAK-SHUTDOWN,NAE 05 Programming File Server Room LEAK SHUTDOWN,EPO Activated By Leak Detection System,,EPO Activated By Leak Detection System,,Server Room,CRAC,,CRAC,EBU3B,,Binary Value
562,EBU3B.RM-1208..EF2-C,NAE 05 N2 2 VMA 120 EF C,Exhaust Fan Command / EF-2 in rm 1201,,Exhaust Fan Command,,Rm_1208,Exhaust Fan,120,VAV -> Rm_1208 -> Exhaust Fan,EBU3B,,Binary Output
2638,EBU3B.RM-4105..EF4-C,NAE 06 N2 2 VMA173 EF C,Exhaust Fan 4 Command,,Exhaust Fan Command,4,Rm_4105,Exhaust Fan,173,VAV -> Rm_4105 -> Exhaust Fan,EBU3B,,Binary Output
2785,EBU3B.RM-4121..EF3-C,NAE 06 N2 2 VMA182 EF C,Exhaust Fan Command,,Exhaust Fan Command,,Rm_4121,Exhaust Fan,182,VAV -> Rm_4121 -> Exhaust Fan,EBU3B,,Binary Output
3207,EBU3B.RM-4215..EF5-C,NAE 06 N2 2 VMA156 EF C,Exhaust Fan Command,,Exhaust Fan Command,,Rm_4215,Exhaust Fan,156,VAV -> Rm_4215 -> Exhaust Fan,EBU3B,,Binary Output
3894,EBU3B.RM-B103A..EF1-C,NAE 05 N2 1 VMA 114 EF1 C,Exhaust Fan 1 Cmd,,Exhaust Fan Command,1,Rm_B103A,Exhaust Fan,114,VAV -> Rm_B103A -> Exhaust Fan,EBU3B,,Binary Output
563,EBU3B.RM-1208..EF2-S,NAE 05 N2 2 VMA 120 EF S,Exhaust Fan Status / Rms 1211-1206-1201,,Exhaust Fan Status,,Rm_1208,Exhaust Fan,120,VAV -> Rm_1208 -> Exhaust Fan,EBU3B,,Binary Input
2639,EBU3B.RM-4105..EF4-S,NAE 06 N2 2 VMA173 EF S,Exhaust Fan 4 Status / Restrooms,,Exhaust Fan Status,4,Rm_4105,Exhaust Fan,173,VAV -> Rm_4105 -> Exhaust Fan,EBU3B,,Binary Input
2786,EBU3B.RM-4121..EF3-S,NAE 06 N2 2 VMA182 EF S,EF Sts / Ex  4121-3121-2121-1121-Mech Rm,,Exhaust Fan Status,,Rm_4121,Exhaust Fan,182,VAV -> Rm_4121 -> Exhaust Fan,EBU3B,,Binary Input
3208,EBU3B.RM-4215..EF5-S,NAE 06 N2 2 VMA156 EF S,Exhaust Fan Status / Kitchen Ex Rm 4215,,Exhaust Fan Status,,Rm_4215,Exhaust Fan,156,VAV -> Rm_4215 -> Exhaust Fan,EBU3B,,Binary Input
3895,EBU3B.RM-B103A..EF1-S,NAE 05 N2 1 VMA 114 EF1 S,Exhaust Fan 1 Sts / Electrical Room Bsmt,,Exhaust Fan Status,1,Rm_B103A,Exhaust Fan,114,VAV -> Rm_B103A -> Exhaust Fan,EBU3B,,Binary Input
5,EBU3B.RM-1100A..FAN-C,NAE 05 N2 2 VMA 103 FAN C,Fan Command,,Fan Command,,Rm_1100A,Booster Fan,103,VAV -> Rm_1100A -> Booster Fan,EBU3B,,Binary Output
198,EBU3B.RM-1117..FAN-C,NAE 05 N2 2 VMA 104 FAN C,Fan Command,,Fan Command,,Rm_1117,Booster Fan,104,VAV -> Rm_1117 -> Booster Fan,EBU3B,,Binary Output
296,EBU3B.RM-1130..FAN-C,NAE 05 N2 2 VMA 102 FAN C,Fan Command,,Fan Command,,Rm_1130,Booster Fan,102,VAV -> Rm_1130 -> Booster Fan,EBU3B,,Binary Output
505,EBU3B.RM-1200B..FAN-C,NAE 05 N2 2 VMA 101 FAN C,Fan Command,,Fan Command,,Rm_1200B,Booster Fan,101,VAV -> Rm_1200B -> Booster Fan,EBU3B,,Binary Output
932,EBU3B.RM-2119..FAN-C,NAE 06 N2 1 VMA103 FAN C,Fan Command,,Fan Command,,Rm_2119,Booster Fan,103,VAV -> Rm_2119 -> Booster Fan,EBU3B,,Binary Output
1112,EBU3B.RM-2140..FAN-C,NAE 06 N2 1 VMA102 FAN C,Fan Command,,Fan Command,,Rm_2140,Booster Fan,102,VAV -> Rm_2140 -> Booster Fan,EBU3B,,Binary Output
1845,EBU3B.RM-3119..FAN-C,NAE 06 N2 2 VMA102 FAN C,Fan Command,,Fan Command,,Rm_3119,Booster Fan,102,VAV -> Rm_3119 -> Booster Fan,EBU3B,,Binary Output
2022,EBU3B.RM-3140..FAN-C,NAE 06 N2 2 VMA 101 FAN C,Fan Command,,Fan Command,,Rm_3140,Booster Fan,101,VAV -> Rm_3140 -> Booster Fan,EBU3B,,Binary Output
2141,EBU3B.RM-3154..FAN-C,NAE 06 N2 2 VMA103 FAN C,Fan Command,,Fan Command,,Rm_3154,Booster Fan,103,VAV -> Rm_3154 -> Booster Fan,EBU3B,,Binary Output
2267,EBU3B.RM-3213..FAN-C,NAE 06 N2 1 VMA157 FAN C,Fan Command,,Fan Command,,Rm_3213,Booster Fan,157,VAV -> Rm_3213 -> Booster Fan,EBU3B,,Binary Output
2768,EBU3B.RM-4119..FAN-C,NAE 06 N2 2 VMA131 FAN C,Fan Command,,Fan Command,,Rm_4119,Booster Fan,131,VAV -> Rm_4119 -> Booster Fan,EBU3B,,Binary Output
2943,EBU3B.RM-4140..FAN-C,NAE 06 N2 2 VMA130 FAN C,Fan Command,,Fan Command,,Rm_4140,Booster Fan,130,VAV -> Rm_4140 -> Booster Fan,EBU3B,,Binary Output
3064,EBU3B.RM-4154..FAN-C,NAE 06 N2 2 VMA132 FAN C,Fan Command,,Fan Command,,Rm_4154,Booster Fan,132,VAV -> Rm_4154 -> Booster Fan,EBU3B,,Binary Output
3174,EBU3B.RM-4213..FAN-C,NAE 06 N2 2 VMA129 FAN C,Fan Command,,Fan Command,,Rm_4213,Booster Fan,129,VAV -> Rm_4213 -> Booster Fan,EBU3B,,Binary Output
3958,EBU3B.RM-B210..FAN-C,NAE 05 N2 1 VMA 116 FAN C,Fan Command,,Fan Command,,Rm_B210,Booster Fan,116,VAV -> Rm_B210 -> Booster Fan,EBU3B,,Binary Output
4200,EBU3B.RM-B270..FAN-C,NAE 05 N2 1 VMA 122 FAN C,Fan Command,,Fan Command,,Rm_B270,Booster Fan,122,VAV -> Rm_B270 -> Booster Fan,EBU3B,,Binary Output
3959,EBU3B.RM-B210..FAN-O,NAE 05 N2 1 VMA 116 FAN O,Fan Output,84,Fan Output,,Rm_B210,Booster Fan,116,VAV -> Rm_B210 -> Booster Fan,EBU3B,,Analog Output
3798,EBU3B.RF1.FAULT,NAE 05 N2 1 NAE5 T1 VND45  RF 1 VFD 45 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,1,AHU -> 1 -> Return Fan -> 1 -> VFD,EBU3B,,Binary Input
3819,EBU3B.RF2.FAULT,NAE 05 N2 1 NAE5 T1 VND46  RF 2 VFD 46 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,2,AHU -> 1 -> Return Fan -> 2 -> VFD,EBU3B,,Binary Input
3840,EBU3B.RF3.FAULT,NAE 05 N2 1 NAE5 T1 VND47  RF 3 VFD 47 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,3,AHU -> 1 -> Return Fan -> 3 -> VFD,EBU3B,,Binary Input
3861,EBU3B.RF4.FAULT,NAE 05 N2 1 NAE5 T1 VND48  RF 4 VFD 48 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,4,AHU -> 1 -> Return Fan -> 4 -> VFD,EBU3B,,Binary Input
4454,EBU3B.SF1.FAULT,NAE 05 N2 1 NAE5 T1 VND41  SF 1 VFD 41 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,1,AHU -> 1 -> Supply Fan -> 1 -> VFD,EBU3B,,Binary Input
4475,EBU3B.SF2.FAULT,NAE 05 N2 1 NAE5 T1 VND42  SF 2 VFD 42 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,2,AHU -> 1 -> Supply Fan -> 2 -> VFD,EBU3B,,Binary Input
4496,EBU3B.SF3.FAULT,NAE 05 N2 1 NAE5 T1 VND43  SF 3 VFD 43 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,3,AHU -> 1 -> Supply Fan -> 3 -> VFD,EBU3B,,Binary Input
4517,EBU3B.SF4.FAULT,NAE 05 N2 1 NAE5 T1 VND44  SF 4 VFD 44 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,4,AHU -> 1 -> Supply Fan -> 4 -> VFD,EBU3B,,Binary Input
3611,EBU3B.CHWP1.FAULT,NAE 05 N2 1 NAE5 T1 VND075  CHWP1 VFD 21 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Input
3632,EBU3B.CHWP2..FAULT,NAE 05 N2 1 NAE5 T1 VND22  CHWP2 VFD 22 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Input
3756,EBU3B.HWP1..FAULT,NAE 05 N2 1 NAE5 T1 VND23  HWP1 VFD 23 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,1,Hot Water System -> Pump -> 1 -> VFD,EBU3B,,Binary Input
3777,EBU3B.HWP2.FAULT,NAE 05 N2 1 NAE5 T1 VND24  HWP2 VFD 1 FAULT,Fault Indicator,,Fault Indicator,,Rm_B102C,VFD,2,Hot Water System -> Pump -> 2 -> VFD,EBU3B,,Binary Input
3654,EBU3B.CHWP3-VFD.FLT-RST,NAE 05 N2 1 VND 26 FLT RST,Fault Reset,,Fault Reset,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Binary Output
3682,EBU3B.CHWP4-VFD.FLT-RST,NAE 05 N2 1 VND 27 FLT RST,Fault Reset,,Fault Reset,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Binary Output
3655,EBU3B.CHWP3-VFD.FLT-STS,NAE 05 N2 1 VND 26 FLT STS,Fault Status,,Fault Status,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 3 -> VFD,EBU3B,,Binary Input
3683,EBU3B.CHWP4-VFD.FLT-STS,NAE 05 N2 1 VND 27 FLT STS,Fault Status,,Fault Status,,Rm_B102C,VFD,,Chilled Water System -> Pump -> 4 -> VFD,EBU3B,,Binary Input
4270,EBU3B.SERVER ROOM.EPO-SW,NAE 05 N2 2 VMA 110 EPO SW,File Server Emergency Power Off Switch,,File Server Emergency Power Off Switch,,Server Room,Emergency Power Off System,,CRAC -> Emergency Power Off System,EBU3B,,Binary Output
