dummy index,Johnson Controls Name,BACnet Name,BACnet Description,BACnet Unit,Ground Truth Point Type,Point Ref,Location,Equipment Type,Equipment Ref,Equipment Subsystems,Building,Comments,BACnet Type Str
837,EBU3B.RM-2108..CLGMAXFLO,NAE 06 N2 1 VMA144 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2108,VAV,144,VAV -> Rm_2108,EBU3B,,Analog Output
853,EBU3B.RM-2109..CLGMAXFLO,NAE 06 N2 1 VMA156 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2109,VAV,156,VAV -> Rm_2109,EBU3B,,Analog Output
869,EBU3B.RM-2111..CLGMAXFLO,NAE 06 N2 1 VMA141 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2111,VAV,141,VAV -> Rm_2111,EBU3B,,Analog Output
885,EBU3B.RM-2112..CLGMAXFLO,NAE 06 N2 1 VMA143 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2112,VAV,143,VAV -> Rm_2112,EBU3B,,Analog Output
901,EBU3B.RM-2116..CLGMAXFLO,NAE 06 N2 1 VMA142 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2116,VAV,142,VAV -> Rm_2116,EBU3B,,Analog Output
917,EBU3B.RM-2118..CLGMAXFLO,NAE 06 N2 1 VMA140 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2118,VAV,140,VAV -> Rm_2118,EBU3B,,Analog Output
934,EBU3B.RM-2119..CLGMAXFLO,NAE 06 N2 1 VMA103 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2119,VAV,103,VAV -> Rm_2119,EBU3B,,Analog Output
950,EBU3B.RM-2121..CLGMAXFLO,NAE 06 N2 1 VMA155 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2121,VAV,155,VAV -> Rm_2121,EBU3B,,Analog Output
966,EBU3B.RM-2122..CLGMAXFLO,NAE 06 N2 1 VMA139 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2122,VAV,139,VAV -> Rm_2122,EBU3B,,Analog Output
982,EBU3B.RM-2126..CLGMAXFLO,NAE 06 N2 1 VMA138 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2126,VAV,138,VAV -> Rm_2126,EBU3B,,Analog Output
999,EBU3B.RM-2127..CMAXFLO,NAE 06 N2 1 VMA151 CMAXFLO,cooling max flow,84,Maximum Supply Airflow,,Rm_2127,VAV,151,VAV -> Rm_2127,EBU3B,,Analog Output
1017,EBU3B.RM-2128..CLGMAXFLO,NAE 06 N2 1 VMA137 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2128,VAV,137,VAV -> Rm_2128,EBU3B,,Analog Output
1033,EBU3B.RM-2130..CLGMAXFLO,NAE 06 N2 1 VMA136 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2130,VAV,136,VAV -> Rm_2130,EBU3B,,Analog Output
1049,EBU3B.RM-2132..CLGMAXFLO,NAE 06 N2 1 VMA135 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2132,VAV,135,VAV -> Rm_2132,EBU3B,,Analog Output
1065,EBU3B.RM-2134..CLGMAXFLO,NAE 06 N2 1 VMA134 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2134,VAV,134,VAV -> Rm_2134,EBU3B,,Analog Output
1081,EBU3B.RM-2136..CLGMAXFLO,NAE 06 N2 1 VMA133 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2136,VAV,133,VAV -> Rm_2136,EBU3B,,Analog Output
1097,EBU3B.RM-2138..CLGMAXFLO,NAE 06 N2 1 VMA132 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2138,VAV,132,VAV -> Rm_2138,EBU3B,,Analog Output
1114,EBU3B.RM-2140..CLGMAXFLO,NAE 06 N2 1 VMA102 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2140,VAV,102,VAV -> Rm_2140,EBU3B,,Analog Output
1130,EBU3B.RM-2142..CLGMAXFLO,NAE 06 N2 1 VMA154 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2142,VAV,154,VAV -> Rm_2142,EBU3B,,Analog Output
1147,EBU3B.RM-2144..CLGMAXFLO,NAE 06 N2 1 VMA153 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2144,VAV,153,VAV -> Rm_2144,EBU3B,,Analog Output
1164,EBU3B.RM-2146..CLGMAXFLO,NAE 06 N2 1 VMA152 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2146,VAV,152,VAV -> Rm_2146,EBU3B,,Analog Output
1181,EBU3B.RM-2148..CLGMAXFLO,NAE 06 N2 1 VMA150 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2148,VAV,150,VAV -> Rm_2148,EBU3B,,Analog Output
1198,EBU3B.RM-2150..CLGMAXFLO,NAE 06 N2 1 VMA149 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2150,VAV,149,VAV -> Rm_2150,EBU3B,,Analog Output
1215,EBU3B.RM-2154..CLGMAXFLO,NAE 06 N2 1 VMA148 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2154,VAV,148,VAV -> Rm_2154,EBU3B,,Analog Output
1232,EBU3B.RM-2200A..CLGMAXFLO,NAE 06 N2 1 VMA104 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2200A,VAV,104,VAV -> Rm_2200A,EBU3B,,Analog Output
1248,EBU3B.RM-2203..CLGMAXFLO,NAE 06 N2 1 VMA128 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2203,VAV,128,VAV -> Rm_2203,EBU3B,,Analog Output
1262,EBU3B.RM-2207..CLGMAXFLO,NAE 06 N2 1 VMA106 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2207,VAV,106,VAV -> Rm_2207,EBU3B,,Analog Output
1276,EBU3B.RM-2208..CLGMAXFLO,NAE 06 N2 1 VMA108 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2208,VAV,108,VAV -> Rm_2208,EBU3B,,Analog Output
1290,EBU3B.RM-2209..CLGMAXFLO,NAE 06 N2 1 VMA107 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2209,VAV,107,VAV -> Rm_2209,EBU3B,,Analog Output
1304,EBU3B.RM-2214..CLGMAXFLO,NAE 06 N2 1 VMA109 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2214,VAV,109,VAV -> Rm_2214,EBU3B,,Analog Output
1320,EBU3B.RM-2215..CLGMAXFLO,NAE 06 N2 1 VMA129 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2215,VAV,129,VAV -> Rm_2215,EBU3B,,Analog Output
1336,EBU3B.RM-2217..CLGMAXFLO,NAE 06 N2 1 VMA130 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2217,VAV,130,VAV -> Rm_2217,EBU3B,,Analog Output
1352,EBU3B.RM-2218..CLGMAXFLO,NAE 06 N2 1 VMA111 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2218,VAV,111,VAV -> Rm_2218,EBU3B,,Analog Output
1368,EBU3B.RM-2219..CLGMAXFLO,NAE 06 N2 1 VMA118 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2219,VAV,118,VAV -> Rm_2219,EBU3B,,Analog Output
1384,EBU3B.RM-2221..CLGMAXFLO,NAE 06 N2 1 VMA110 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2221,VAV,110,VAV -> Rm_2221,EBU3B,,Analog Output
1400,EBU3B.RM-2226..CLGMAXFLO,NAE 06 N2 1 VMA112 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2226,VAV,112,VAV -> Rm_2226,EBU3B,,Analog Output
1416,EBU3B.RM-2227..CLGMAXFLO,NAE 06 N2 1 VMA120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2227,VAV,120,VAV -> Rm_2227,EBU3B,,Analog Output
1432,EBU3B.RM-2229A..CLGMAXFLO,NAE 06 N2 1 VMA123 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2229A,VAV,123,VAV -> Rm_2229A,EBU3B,,Analog Output
1448,EBU3B.RM-2230..CLGMAXFLO,NAE 06 N2 1 VMA113 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2230,VAV,113,VAV -> Rm_2230,EBU3B,,Analog Output
1465,EBU3B.RM-2231..CLGMAXFLO,NAE 06 N2 1 VMA131 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2231,VAV,131,VAV -> Rm_2231,EBU3B,,Analog Output
1481,EBU3B.RM-2232..CLGMAXFLO,NAE 06 N2 1 VMA114 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2232,VAV,114,VAV -> Rm_2232,EBU3B,,Analog Output
1498,EBU3B.RM-2234..CLGMAXFLO,NAE 06 N2 1 VMA115 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2234,VAV,115,VAV -> Rm_2234,EBU3B,,Analog Output
1516,EBU3B.RM-2236..CLGMAXFLO,NAE 06 N2 1 VMA116 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2236,VAV,116,VAV -> Rm_2236,EBU3B,,Analog Output
1533,EBU3B.RM-2238..CLGMAXFLO,NAE 06 N2 1 VMA117 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2238,VAV,117,VAV -> Rm_2238,EBU3B,,Analog Output
1550,EBU3B.RM-2240..CLGMAXFLO,NAE 06 N2 1 VMA105 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2240,VAV,105,VAV -> Rm_2240,EBU3B,,Analog Output
1566,EBU3B.RM-2244..CLGMAXFLO,NAE 06 N2 1 VMA119 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2244,VAV,119,VAV -> Rm_2244,EBU3B,,Analog Output
1582,EBU3B.RM-2250..CLGMAXFLO,NAE 06 N2 1 VMA121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2250,VAV,121,VAV -> Rm_2250,EBU3B,,Analog Output
1598,EBU3B.RM-2256..CLGMAXFLO,NAE 06 N2 1 VMA122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2256,VAV,122,VAV -> Rm_2256,EBU3B,,Analog Output
1614,EBU3B.RM-2258.CLGMAXFLO,NAE 06 N2 1 VMA185 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2258,VAV,185,VAV -> Rm_2258,EBU3B,,Analog Output
1630,EBU3B.RM-2262..CLGMAXFLO,NAE 06 N2 1 VMA124 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2262,VAV,124,VAV -> Rm_2262,EBU3B,,Analog Output
1646,EBU3B.RM-2266..CLGMAXFLO,NAE 06 N2 1 VMA125 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2266,VAV,125,VAV -> Rm_2266,EBU3B,,Analog Output
1662,EBU3B.RM-2270..CLGMAXFLO,NAE 06 N2 1 VMA126 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2270,VAV,126,VAV -> Rm_2270,EBU3B,,Analog Output
1678,EBU3B.RM-2272..CLGMAXFLO,NAE 06 N2 1 VMA127 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_2272,VAV,127,VAV -> Rm_2272,EBU3B,,Analog Output
1702,EBU3B.RM-3102..CLGMAXFLO,NAE 06 N2 2 VMA117 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3102,VAV,117,VAV -> Rm_3102,EBU3B,,Analog Output
1718,EBU3B.RM-3105..CLGMAXFLO,NAE 06 N2 2 VMA119 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3105,VAV,119,VAV -> Rm_3105,EBU3B,,Analog Output
1734,EBU3B.RM-3106..CLGMAXFLO,NAE 06 N2 2 VMA116 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3106,VAV,116,VAV -> Rm_3106,EBU3B,,Analog Output
1750,EBU3B.RM-3107..CLGMAXFLO,NAE 06 N2 2 VMA118 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3107,VAV,118,VAV -> Rm_3107,EBU3B,,Analog Output
1766,EBU3B.RM-3109..CLGMAXFLO,NAE 06 N2 2 VMA128 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3109,VAV,128,VAV -> Rm_3109,EBU3B,,Analog Output
1782,EBU3B.RM-3110..CLGMAXFLO,NAE 06 N2 2 VMA115 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3110,VAV,115,VAV -> Rm_3110,EBU3B,,Analog Output
1798,EBU3B.RM-3111..CLGMAXFLO,NAE 06 N2 2 VMA113 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3111,VAV,113,VAV -> Rm_3111,EBU3B,,Analog Output
1814,EBU3B.RM-3114..CLGMAXFLO,NAE 06 N2 2 VMA114 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3114,VAV,114,VAV -> Rm_3114,EBU3B,,Analog Output
1830,EBU3B.RM-3118..CLGMAXFLO,NAE 06 N2 2 VMA112 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3118,VAV,112,VAV -> Rm_3118,EBU3B,,Analog Output
1847,EBU3B.RM-3119..CLGMAXFLO,NAE 06 N2 2 VMA102 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3119,VAV,102,VAV -> Rm_3119,EBU3B,,Analog Output
1863,EBU3B.RM-3121..CLGMAXFLO,NAE 06 N2 2 VMA127 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3121,VAV,127,VAV -> Rm_3121,EBU3B,,Analog Output
1879,EBU3B.RM-3122..CLGMAXFLO,NAE 06 N2 2 VMA111 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3122,VAV,111,VAV -> Rm_3122,EBU3B,,Analog Output
1895,EBU3B.RM-3126..CLGMAXFLO,NAE 06 N2 2 VMA110 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3126,VAV,110,VAV -> Rm_3126,EBU3B,,Analog Output
1911,EBU3B.RM-3127..CLGMAXFLO,NAE 06 N2 2 VMA122 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3127,VAV,122,VAV -> Rm_3127,EBU3B,,Analog Output
1928,EBU3B.RM-3128..CLGMAXFLO,NAE 06 N2 2 VMA109 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3128,VAV,109,VAV -> Rm_3128,EBU3B,,Analog Output
1943,EBU3B.RM-3130..CLGMAXFLO,NAE 06 N2 2 VMA108 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3130,VAV,108,VAV -> Rm_3130,EBU3B,,Analog Output
1959,EBU3B.RM-3132..CLGMAXFLO,NAE 06 N2 2 VMA107 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3132,VAV,107,VAV -> Rm_3132,EBU3B,,Analog Output
1975,EBU3B.RM-3134..CLGMAXFLO,NAE 06 N2 2 VMA106 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3134,VAV,106,VAV -> Rm_3134,EBU3B,,Analog Output
1991,EBU3B.RM-3136..CLGMAXFLO,NAE 06 N2 2 VMA105 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3136,VAV,105,VAV -> Rm_3136,EBU3B,,Analog Output
2007,EBU3B.RM-3138..CLGMAXFLO,NAE 06 N2 2 VMA104 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3138,VAV,104,VAV -> Rm_3138,EBU3B,,Analog Output
2024,EBU3B.RM-3140..CLGMAXFLO,NAE 06 N2 2 VMA 101 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3140,VAV,101,VAV -> Rm_3140,EBU3B,,Analog Output
2040,EBU3B.RM-3142..CLGMAXFLO,NAE 06 N2 2 VMA126 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3142,VAV,126,VAV -> Rm_3142,EBU3B,,Analog Output
2057,EBU3B.RM-3144..CLGMAXFLO,NAE 06 N2 2 VMA125 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3144,VAV,125,VAV -> Rm_3144,EBU3B,,Analog Output
2074,EBU3B.RM-3146..CLGMAXFLO,NAE 06 N2 2 VMA124 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3146,VAV,124,VAV -> Rm_3146,EBU3B,,Analog Output
2091,EBU3B.RM-3148..CLGMAXFLO,NAE 06 N2 2 VMA123 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3148,VAV,123,VAV -> Rm_3148,EBU3B,,Analog Output
2108,EBU3B.RM-3150..CLGMAXFLO,NAE 06 N2 2 VMA121 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3150,VAV,121,VAV -> Rm_3150,EBU3B,,Analog Output
2125,EBU3B.RM-3152..CLGMAXFLO,NAE 06 N2 2 VMA120 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3152,VAV,120,VAV -> Rm_3152,EBU3B,,Analog Output
2143,EBU3B.RM-3154..CLGMAXFLO,NAE 06 N2 2 VMA103 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3154,VAV,103,VAV -> Rm_3154,EBU3B,,Analog Output
2160,EBU3B.RM-3200A..CLGMAXFLO,NAE 06 N2 1 VMA158 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3200A,VAV,158,VAV -> Rm_3200A,EBU3B,,Analog Output
2176,EBU3B.RM-3200B..CLGMAXFLO,NAE 06 N2 1 VMA183 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3200B,VAV,183,VAV -> Rm_3200B,EBU3B,,Analog Output
2192,EBU3B.RM-3202..CLGMAXFLO,NAE 06 N2 1 VMA160 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3202,VAV,160,VAV -> Rm_3202,EBU3B,,Analog Output
2208,EBU3B.RM-3203..CLGMAXFLO,NAE 06 N2 1 VMA181 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3203,VAV,181,VAV -> Rm_3203,EBU3B,,Analog Output
2224,EBU3B.RM-3205..CLGMAXFLO,NAE 06 N2 1 VMA159 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3205,VAV,159,VAV -> Rm_3205,EBU3B,,Analog Output
2238,EBU3B.RM-3207..CLGMAXFLO,NAE 06 N2 1 VMA162 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3207,VAV,162,VAV -> Rm_3207,EBU3B,,Analog Output
2252,EBU3B.RM-3208..CLGMAXFLO,NAE 06 N2 1 VMA163 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3208,VAV,163,VAV -> Rm_3208,EBU3B,,Analog Output
2269,EBU3B.RM-3213..CLGMAXFLO,NAE 06 N2 1 VMA157 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3213,VAV,157,VAV -> Rm_3213,EBU3B,,Analog Output
2285,EBU3B.RM-3214..CLGMAXFLO,NAE 06 N2 1 VMA164 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3214,VAV,164,VAV -> Rm_3214,EBU3B,,Analog Output
2301,EBU3B.RM-3215..CLGMAXFLO,NAE 06 N2 1 VMA182 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3215,VAV,182,VAV -> Rm_3215,EBU3B,,Analog Output
2317,EBU3B.RM-3217..CLGMAXFLO,NAE 06 N2 1 VMA184 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3217,VAV,184,VAV -> Rm_3217,EBU3B,,Analog Output
2335,EBU3B.RM-3220..CLGMAXFLO,NAE 06 N2 1 VMA166 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3220,VAV,166,VAV -> Rm_3220,EBU3B,,Analog Output
2351,EBU3B.RM-3221..CLGMAXFLO,NAE 06 N2 1 VMA165 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3221,VAV,165,VAV -> Rm_3221,EBU3B,,Analog Output
2365,EBU3B.RM-3223..CLGMAXFLO,NAE 06 N2 1 VMA161 CMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3223,VAV,161,VAV -> Rm_3223,EBU3B,,Analog Output
2381,EBU3B.RM-3226..CLGMAXFLO,NAE 06 N2 1 VMA167 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3226,VAV,167,VAV -> Rm_3226,EBU3B,,Analog Output
2397,EBU3B.RM-3230..CLGMAXFLO,NAE 06 N2 1 VMA168 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3230,VAV,168,VAV -> Rm_3230,EBU3B,,Analog Output
2414,EBU3B.RM-3232..CLGMAXFLO,NAE 06 N2 1 VMA169 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3232,VAV,169,VAV -> Rm_3232,EBU3B,,Analog Output
2431,EBU3B.RM-3236..CLGMAXFLO,NAE 06 N2 1 VMA170 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3236,VAV,170,VAV -> Rm_3236,EBU3B,,Analog Output
2447,EBU3B.RM-3240..CLGMAXFLO,NAE 06 N2 1 VMA171 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3240,VAV,171,VAV -> Rm_3240,EBU3B,,Analog Output
2464,EBU3B.RM-3242..CLGMAXFLO,NAE 06 N2 1 VMA172 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3242,VAV,172,VAV -> Rm_3242,EBU3B,,Analog Output
2481,EBU3B.RM-3246..CLGMAXFLO,NAE 06 N2 1 VMA173 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3246,VAV,173,VAV -> Rm_3246,EBU3B,,Analog Output
2497,EBU3B.RM-3250..CLGMAXFLO,NAE 06 N2 1 VMA174 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3250,VAV,174,VAV -> Rm_3250,EBU3B,,Analog Output
2514,EBU3B.RM-3252..CLGMAXFLO,NAE 06 N2 1 VMA175 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3252,VAV,175,VAV -> Rm_3252,EBU3B,,Analog Output
2531,EBU3B.RM-3254..CLGMAXFLO,NAE 06 N2 1 VMA176 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3254,VAV,176,VAV -> Rm_3254,EBU3B,,Analog Output
2548,EBU3B.RM-3256..CLGMAXFLO,NAE 06 N2 1 VMA177 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3256,VAV,177,VAV -> Rm_3256,EBU3B,,Analog Output
2565,EBU3B.RM-3258..CLGMAXFLO,NAE 06 N2 1 VMA178 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3258,VAV,178,VAV -> Rm_3258,EBU3B,,Analog Output
2582,EBU3B.RM-3260..CLGMAXFLO,NAE 06 N2 1 VMA179 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3260,VAV,179,VAV -> Rm_3260,EBU3B,,Analog Output
2599,EBU3B.RM-3262..CLGMAXFLO,NAE 06 N2 1 VMA180 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_3262,VAV,180,VAV -> Rm_3262,EBU3B,,Analog Output
2623,EBU3B.RM-4102..CLGMAXFLO,NAE 06 N2 2 VMA171 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4102,VAV,171,VAV -> Rm_4102,EBU3B,,Analog Output
2641,EBU3B.RM-4105..CLGMAXFLO,NAE 06 N2 2 VMA173 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4105,VAV,173,VAV -> Rm_4105,EBU3B,,Analog Output
2657,EBU3B.RM-4106..CLGMAXFLO,NAE 06 N2 2 VMA170 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4106,VAV,170,VAV -> Rm_4106,EBU3B,,Analog Output
2673,EBU3B.RM-4107..CLGMAXFLO,NAE 06 N2 2 VMA172 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4107,VAV,172,VAV -> Rm_4107,EBU3B,,Analog Output
2689,EBU3B.RM-4109..CLGMAXFLO,NAE 06 N2 2 VMA183 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4109,VAV,183,VAV -> Rm_4109,EBU3B,,Analog Output
2705,EBU3B.RM-4110..CLGMAXFLO,NAE 06 N2 2 VMA169 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4110,VAV,169,VAV -> Rm_4110,EBU3B,,Analog Output
2721,EBU3B.RM-4111..CLGMAXFLO,NAE 06 N2 2 VMA167 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4111,VAV,167,VAV -> Rm_4111,EBU3B,,Analog Output
2737,EBU3B.RM-4114..CLGMAXFLO,NAE 06 N2 2 VMA168 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4114,VAV,168,VAV -> Rm_4114,EBU3B,,Analog Output
2753,EBU3B.RM-4118..CLGMAXFLO,NAE 06 N2 2 VMA166 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4118,VAV,166,VAV -> Rm_4118,EBU3B,,Analog Output
2770,EBU3B.RM-4119..CLGMAXFLO,NAE 06 N2 2 VMA131 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4119,VAV,131,VAV -> Rm_4119,EBU3B,,Analog Output
2788,EBU3B.RM-4121..CLGMAXFLO,NAE 06 N2 2 VMA182 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4121,VAV,182,VAV -> Rm_4121,EBU3B,,Analog Output
2804,EBU3B.RM-4122..CLGMAXFLO,NAE 06 N2 2 VMA165 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4122,VAV,165,VAV -> Rm_4122,EBU3B,,Analog Output
2820,EBU3B.RM-4126..CLGMAXFLO,NAE 06 N2 2 VMA164 CLGMAXFLO,Cooling Max Flow,84,Maximum Supply Airflow,,Rm_4126,VAV,164,VAV -> Rm_4126,EBU3B,,Analog Output
